./../../BS/LCS -alg 0 -beta 600 -guidance 1 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_11.txt ,154,17.5156,intuitnistisetintinesitonsaintitinadeenerreanintinitonsireeintsirionetentinseetinuitionstifuyettoitionititionsetthintaintonitereitionsetinutioniscyeereire
./../../BS/LCS -alg 0 -beta 600 -guidance 3 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_9.txt ,136,12.9844,tiseatesinaertintnitostieanintrttteeneantintreeationineinttinratieeeeeetioniotinratoreitutiisticettirertinratatintaatitereraaittitonterl
./../../BS/LCS -alg 0 -beta 600 -guidance 2 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_14.txt ,137,11.8906,ntutniticsestatanointutioniticenadesicereeaiaroinsieeentsiooseteoinintitiisietinttinititionsietiteionintinstutioertereinitionetintiiotise
./../../BS/LCS -alg 0 -beta 600 -guidance 1 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_12.txt ,147,16.5469,tistettatinitintititionisticfuanintinttereereisintaoneesiereintiiteraeetintitionitifeteetitionsticetinteretieretioniionintieatereaoitintontetoereeo
./../../BS/LCS -alg 0 -beta 600 -guidance 3 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_10.txt ,139,12.8281,seteaeeneiionnnttintitionfutisinereetttereeonnninterationeteeneeetionstsantointititonitinttiititionooetateiststintereationatontittioititeor
./../../BS/LCS -alg 0 -beta 600 -guidance 2 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_15.txt ,140,12.0781,ntioistesatanaintuitionsfuzzysetsiiseieetantcariaaeeeinietnsioosetnteepenutiireretieinttinititionsesettnionstietintererntonsctinttinititrere
./../../BS/LCS -alg 0 -beta 600 -guidance 3 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_11.txt ,150,12.7969,intuitnistisetintinesitonsaintitinadeenerationtinitiereeintsirionentietinsieeintitionsticfusetsitionititionisettinteretintosretredinitentionistiereire
./../../BS/LCS -alg 0 -beta 600 -guidance 2 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_16.txt ,136,11.5938,ntutniticsestatanointutioniticetsiiesiesetasenetariaoeeenteoetionseeeiinutionticetiiitionsiueietrthionntinstutioertereinitiontintitiotes
./../../BS/LCS -alg 0 -beta 600 -guidance 1 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_13.txt ,143,16.4062,iitetattieesioanetintioistifueteaesiereeneerereioneenetoneeintstinntitioteeetertitionititinistcstatinsiniitisarisetaiationnintuitioistinoteerei
./../../BS/LCS -alg 0 -beta 600 -guidance 2 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_17.txt ,141,11.75,ntutniticsestatanointutioniticteadesicereenaoainaoeretiosetenotosinutoniireretieintitionistcusetireintiionistuyheretereonistitintitititiceree
./../../BS/LCS -alg 0 -beta 600 -guidance 3 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_12.txt ,144,12.3125,itntetatnaintitionisticfusetsseadesirenctainieeneationinitiitieeentinceaetinititionstutieteeeetionintuitisreatisiiiontiaiteataretteintontetereoi
./../../BS/LCS -alg 0 -beta 600 -guidance 1 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_14.txt ,143,15.6562,itntetatnantitinstisetsinseteenonancreenettinteentoneesiereinttiraieetntitionitiitionetetuitinisticettiteaetinooinintiteaeateseeeittintenterere
./../../BS/LCS -alg 0 -beta 600 -guidance 2 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_18.txt ,136,11.25,ntutniticsestatanointutioniticetsiiesiesentieneteraioeeenteooetensetoniirereteintitinitifetsresinintioitintreedetosnintitioititonteteree
./../../BS/LCS -alg 0 -beta 600 -guidance 3 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_13.txt ,142,12.3906,inttntieatnintitinistifusetstaesereneterainieeeteonenintaeintereeeeetontinanetititionstcustieeesintionititeratintineinintuitiosteintonteterein
./../../BS/LCS -alg 0 -beta 600 -guidance 1 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_15.txt ,144,15.9062,intutionitittintuitionsfuzzysetstesianntintreeretionttonisieraieeoeeeseatintiionititionstitutinisticetinterortierettiniitieeteaaetteintonteterei
./../../BS/LCS -alg 0 -beta 600 -guidance 2 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_19.txt ,136,11.5312,ntutniticsestatanointutioniticetsiiesiesentaieeneereatioetentheeisentoniiireionetintitinistettsteneontiintinteretintsentaletotinoteterei
./../../BS/LCS -alg 0 -beta 600 -guidance 3 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_14.txt ,142,12.3281,intetatnainitinistisetsinseteetrrenantinttertonieeentonsireintiiteanteentionitiitionetetuitinisticettiteaetinooinintiteaeateseeeittintenterere
./../../BS/LCS -alg 0 -beta 600 -guidance 2 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_20.txt ,135,11.1562,ntutniticsestatanointutioniticetsiiesiesentieneteraioeeentheotonesetoniirereteintitinitifsetsitinintioitintredettenintitioititonteteree
./../../BS/LCS -alg 0 -beta 600 -guidance 1 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_16.txt ,144,15.9219,itntetatnantitinstisetsiseaeesientaineereationttontesieraieinetietereainetinnontititionstitutinisticettoteaetitioininiteredaearetteintonteterein
./../../BS/LCS -alg 0 -beta 600 -guidance 3 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_15.txt ,145,12.5781,intutionitittintuitionsfuzzysetstesianntintreeretionintonsieeientiiiontietinanttititionsieteeittinisticetinterortintinsiaiationteintitioisceteere
./../../BS/LCS -alg 0 -beta 600 -guidance 2 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_21.txt ,138,11.1406,tiseatanintitiontiseitreionoaosienraineenionaeseninrarationetitonesieinutonsicetnsetiniintuitinetrptonintnsereatintereresnttinintontitatie
./../../BS/LCS -alg 0 -beta 600 -guidance 3 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_16.txt ,143,12.0156,tintettatnintitiostisetsiteadesierantiaaereatinintonesiesintereeeentotinanttintitionistcyeineesintiionistiertatintineinintuitiosetintonteterein
./../../BS/LCS -alg 0 -beta 600 -guidance 1 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_17.txt ,144,15.0469,titntestatintitioistifusetstaesiereenonininineanetinttotereintititireatetinintitionistcustieeesintiionistuytheietientionistietintitioisticeteere
./../../BS/LCS -alg 0 -beta 600 -guidance 2 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_22.txt ,132,11.0938,tiseatanintitionstetsteinaeeintienetaliraianeineraeatiooseteniotoinutoiseeesetietinuitintsetttisitionstereatintereeentionntintereiro
./../../BS/LCS -alg 0 -beta 600 -guidance 3 -k_filter 100 -ifile ../../Instances/text_case_study_k/neg_12_10_17.txt ,141,11.5781,titntseatintitioistifusetstaesinerieenrainieeneatonetenionstannetonitiitretiontittionitinitionistiutineresiniioniterettinsitintitoisticeteree
